ID,Entity,Content
851051183720166_3362578910710661,McDonalds,"Also when they are going to sell happy meals for adults, they should come with race cars to collect, airplanes and more if the happy meal for adults were permanent 🥰🥰🥰"
851051183720166_1111574306612175,McDonalds,All we want is snack wraps and this comes out. I originally thought this was satire.
851051183720166_1618514255564788,McDonalds,"I went to 2 separate McDonald’s and neither of them had it. It let me order it on the app but then I got there and they said they didn’t have the ingredients to make them yet. They denied me a refund bc I paid through the app and only offered me one of the other McFlurrys in exchange, which mind you, cost less. Super frustrating. 🤨"
851051183720166_499435962406955,McDonalds,Also waiting to take your grandma out
851051183720166_973868010639508,McDonalds,Imma getting one tomorrow. To heck with my diet. Lol
851051183720166_991035262432727,McDonalds,Bring back the reese's peanut butter cup mcflurry
851051183720166_1001494997984865,McDonalds,Our McDonald’s in New Orleans doesn’t have them. 80% of the time the ice cream machine is broke.
851051183720166_1203575130816278,McDonalds,"Well what does it taste like, purse lint, actual grandmas?"
851051183720166_2466259080429102,McDonalds,"Would have loved to have tried this (around 6:30 pm today in Springville, Al)), but unfortunately, as is the case MOST times I come by at dinner time, the ice cream machine was down!!!!  Why even have ice cream on your menus when it’s never available?!?!?!?"
851051183720166_1199555278075073,McDonalds,"Grandma doesn’t want this, she wants the buttermilk crispy tenders!"
851051183720166_1578774182699046,McDonalds,My grandma used to call McDonald's Geno's in her heavy Russian accent.
851051183720166_3436783093278716,McDonalds,Just left McDonald’s $3.00 for a caramel sundae is absolutely ridiculous..
851051183720166_1743486816181468,McDonalds,Did you change the tarter sauce on the fish sandwich?  It did not taste the same.
851051183720166_472953365098080,McDonalds,Grandma’s keep some peppermint down in there purse. Gotta be peppermint pieces
851051183720166_7377987158967263,McDonalds,It's butterscotch 🤤
851051183720166_7635220789857923,McDonalds,The first time McDonald’s came to our city was in 1959. You could get a burger a fry and a Coke and get change back from a Dollar. I went every day for lunch and 11th and 12th grade with a pass I forged .😃😃😃￼
851051183720166_453399513949247,McDonalds,"I took Grandma Gilmore out before my big golf tournament.  But it was to Subway, not McDogfood."
851051183720166_2277212999325776,McDonalds,"I ended up ordering an Oreo McFlurry because I couldn't find the Grandma McFlurry on the kiosk menu, UGH!"
851051183720166_1638727846889690,McDonalds,I wanted one but they said that grandma couldn’t fix the ice cream machine.
851051183720166_437346212421225,McDonalds,I'm going to assume a person has to have a grandma or know a grandma for this? Does this also mean there's going to be a grandpa McFlurry and do they come with a package of white high top 🧦 to be worn with sneakers or sandals 🤣
851051183720166_975014960528814,McDonalds,I can pay $2 more and get a half gallon of any BlueBell flavor I want 🤷‍♀️
851051183720166_1349233862616254,McDonalds,its made out of unwanted grandmas!
851051183720166_829086695843277,McDonalds,"I want one...oh wait, we still don't have a McDonald's"
851051183720166_303171519417020,McDonalds,Chopped butterscotch candies mixed with vanilla ice cream 🍦 yummy.. 🤤
851051183720166_327688847035146,McDonalds,Do u still have the yugioh hello kitty toys
851051183720166_960018028997794,McDonalds,I wouldve thought it would be cotton candy flavored but I like butterscotch too
851051183720166_435650695743536,McDonalds,Is this available in the uk ?
851051183720166_3312486975726130,McDonalds,Ok but can we have fry seasoning back pls
851051183720166_488537990171164,McDonalds,My Oma never ate any McDonald's meals.
851051183720166_766140425656027,McDonalds,That ice cream machine hasn't worked since grandma was eating happy meals.
851051183720166_760179622625858,McDonalds,Undoubtedly no one's gonna tell me the flavor....oh I miss my ma 😥
851051183720166_479967504702338,McDonalds,No one will ever taste it or know because no McDonald’s ever has a working ice cream machine
851051183720166_1827182697795050,McDonalds,Free palstain 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸
851051183720166_1137843594198347,McDonalds,Someone asked me what it was in the drive thru today and I said ice cream and grandma's hahaha
851051183720166_1538718883373403,McDonalds,This my grandma :/
851051183720166_8390795327601249,McDonalds,Went to both locations of McDonald's in Niceville FL neither had ice cream machine that works SMH...
851051183720166_753830756953355,McDonalds,Stop curbside pickup. It's not necessary and it's dangerous for the employees.
851051183720166_1899146230518142,McDonalds,Your momma!
851051183720166_1233436451399083,McDonalds,5.19 for a grandma mcflurry omg
851051183720166_1695631694303592,McDonalds,Regular visits to her healthcare provider for check-ups and monitoring of her condition are essential.🙄
851051183720166_961502918980288,McDonalds,I told my kids they better not buy me this flurry 🤣🤣
851051183720166_1828365620980593,McDonalds,"Local MDs 255 Winston SF, gave me old toys “fire elements” when you advertise  #BraveNewWorld in your #HappyMeals!!!  Gave me TWO old toys identical in each of my Happy Meals via #UberEats. 😕

Since driver couldn’t reject the toys, I am now paid for & stuck to the unwanted items.

#Gamma surely upsets for me. 👵🏻🍧🍏"
851051183720166_771347418486154,McDonalds,So does ANYONE know what flavor it is?
851051183720166_435855742480389,McDonalds,"I'm a grandma,  I'll take chocolate anything not butterscotch"
851051183720166_1523817728490484,McDonalds,Bring back the butterfinger mcflurry!
851051183720166_866579385311342,McDonalds,I want the apple pies fried again ❤️
851051183720166_1431436704410458,McDonalds,I just want the ice cream machine to work.
851051183720166_1528497367769559,McDonalds,It is so good!
851051183720166_415080624666315,McDonalds,Sad this new generation little ones w9nt have the fun &:pleasure of going to to McDonalds like ALL past generations because it's way to expensive to go there. Now.
851051183720166_851565930348975,McDonalds,McDonald’s has been a disgrace since the pandemic started. Never again.
851051183720166_426192123542763,McDonalds,The ice cream machine wasn't working at my local today 🤷🏼‍♀️
851051183720166_1150760136048761,McDonalds,"No need in going to the McDonald’s in sellersburg, went today to get grandson a McFlurry and yep…..you guessed it!!"
851051183720166_975769727153719,McDonalds,Better catch em’ while you can 😂🤣Cameron Milson
851051183720166_968551971484295,McDonalds,I’ve never been to one yet that worked.
851051183720166_1693004904803250,McDonalds,I wanted the snack wrap not a butterscotch mcflurry
851051183720166_1774209029655467,McDonalds,But you can't order ice cream at breakfast time 😭
851051183720166_370198368858260,McDonalds,"I wasn’t crazy about it,to sweet."
851051183720166_369540742764264,McDonalds,Samantha Falloni another grandma??
851051183720166_1610779986368931,McDonalds,I order one today with a burger and frys from the royaloak location I used your app I did not get it
851051183720166_25851207034527044,McDonalds,"My granddaughter Emmy tried it today which she absolutely loved it! 🥰 Will be getting her Mom to try it in the future…. 

For me it was a little bit too much for me."
851051183720166_1647045969433437,McDonalds,Only 6.34 after tax!
851051183720166_388768777462539,McDonalds,Prices on there food is absolutely ridiculous..been done with them for awhile now..then again most fast food burger joints..better off going to a tavern for a burger
851051183720166_1134037834509110,McDonalds,I should do 10
851051183720166_765793702379118,McDonalds,I like the new mcflurry. If you have diabetes and you eat this one be very careful.
851051183720166_366447145928046,McDonalds,"I think y'all need to stop this abomination.  I would do anything to have my grandmother's back!  As my grandfather would say, ""Knock it off"" and ""don't be a turkey"" mcdinkles"
851051183720166_297740816744164,McDonalds,I'm just here for the comments 🍿🥤
851051183720166_969873441466072,McDonalds,Too bad mine didn’t have it
851051183720166_466071845998860,McDonalds,"Why is cost of two meals $22.00 and one wasn’t even a large smh think it’s time to boycott, bring back the good old days with better prices because this is absurd"
851051183720166_1551126828797465,McDonalds,If I still had one I'd take her too. My momma too.
851051183720166_357634410240140,McDonalds,My Gilfshake brings all the boys to the graveyard...
851051183720166_424875256990309,McDonalds,Flavours are vanilla ice cream with butterscotch flavoured crumbles and butterscotch flavoured syrup. You can Google it.
851051183720166_992185382263134,McDonalds,"True??? As revealed in the ingredients list on the official McDonald's app, the Grandma McFlurry contains three main elements: reduced-fat vanilla ice cream, butterscotch flavored crumbles, and butterscotch flavored syrup."
851051183720166_342765711849598,McDonalds,I was offered a Grandma McFlurry with my young children yesterday.  I think Corporate is asking their customers to off their employees. 🤣
851051183720166_315032558310347,McDonalds,"3 grandmas happy, and 1 short bald guy still hangry; the only thing to cure that would be a SNACKWRAP"
851051183720166_3702373586680472,McDonalds,I don’t have grandmother so I’m out 😂
851051183720166_366315852596719,McDonalds,Camille Rutherford-you getting with this?
851051183720166_822730583073368,McDonalds,Right after Mother's Day...
851051183720166_1092933411781251,McDonalds,get rid of the kiosks and go back to normal cashiers. ￼
851051183720166_1025584859138376,McDonalds,Love it
851051183720166_322219380771609,McDonalds,Liam Neeson is coming for those you’ve taken.
851051183720166_331988883034231,McDonalds,Matt Rife is cleaning up for sure
851051183720166_1170808881006403,McDonalds,Y'all got your ice cream machine working????
851051183720166_1112898563159057,McDonalds,When I use to go to McDonalds I wanted to order a Oreo McFlurryy.
851051183720166_1308819760045553,McDonalds,It's on the App but store said it was unavailable and at 4.59 I  would have passed anyway
851051183720166_419640567626765,McDonalds,$5.75  for a Mcflurry here in Seattle.   Yall can sit on it.
851051183720166_420623214193384,McDonalds,It's available as long as the ice cream machine is working.
851051183720166_1156436695395615,McDonalds,And just like that the ice cream machine is broken yet again.
851051183720166_889948632846511,McDonalds,"Where are they being sold? Neither location by me is offering it. I live in Columbus , Ohio"
851051183720166_7591760500918879,McDonalds,My grandmas have said for years that your food is poison
851051183720166_1119931142601701,McDonalds,Is this going to be like the Grimace milkshake where they run out after three days?🤬
851051183720166_1453828061908324,McDonalds,Can’t wait to try it!!
851051183720166_815942847131324,McDonalds,Machine ain't gonna be working anyway🤣
851051183720166_25395911546721753,McDonalds,Ice cream machines down
851051183720166_280802961727608,McDonalds,Why the big secret??
851051183720166_2567967810071650,McDonalds,I want McDonalds to bring back the birthday cakes they used to have in the 70s when you could host a party there. I remember they were 🔥.
851051183720166_1528559864425772,McDonalds,Bring back Pizza.
851051183720166_1101982130899260,McDonalds,Andrew Dempsey Malorie Thompson who else
851051183720166_827681372544901,McDonalds,Great so now the ice cream machines aren't broken they're retired...
851051183720166_1121621092434996,McDonalds,June can be Grandma month
851051183720166_1855211018331771,McDonalds,Ohhh so we’re taking out granny’s huh
851051183720166_276609335531818,McDonalds,“Crunchy candy pieces” that’s extremely specific 🙄
851051183720166_1949643245472215,McDonalds,Our ice cream machine is down So I can't even try it lol
851051183720166_425130193730131,McDonalds,"Today I ordered a milkshake and paid for it via the app because there was nothing on the app to indicate that milkshakes were unavailable at my local McDonald's. Turns out they were not available (I thought maybe the franchisee had gotten around to fixing the machines after four years). Both the cashier and the manager stared at me like deer in headlights when I inquired how I was supposed to get my money back. Perhaps someone more knowledgeable in the corporate office can tell me, because I expect to get it back."
851051183720166_1676330756104600,McDonalds,Actually able to get it?
851051183720166_1650411712445934,McDonalds,Happy 😃
851051183720166_441340658274846,McDonalds,Nely Sandoval ya vez grandma
851051183720166_1731349707692632,McDonalds,The what?
851051183720166_817733366438395,McDonalds,not crazy over the new Flurry.  Not a hard candy fan.. way to crunchy
851051183720166_472569738523499,McDonalds,"Y’all are offing
off grannies now haha 🤣 ￼"
851051183720166_825239385603438,McDonalds,Snack wraps
851051183720166_436650832400283,McDonalds,This is confusing...
851051183720166_1699963620409732,McDonalds,تحي فلسطين ✨✨✨🙂🙂🇵🇸🇵🇸
851051183720166_1524914234722010,McDonalds,My grandma said she isn't going where free refills aren't welcome so we went to dairy Queen
851051183720166_994663471593148,McDonalds,"I am much older now than when I first ate McDonald's, but I still like McDonald's.😄😄😄"
851051183720166_1004019001144109,McDonalds,"My grandma never had butterscotch candies. This is an odd choice for McDonald’s. 
Kinda seems like they’re copying the Caramel Crumble milkshake Chick-fil-A had last year. It also had butterscotch flavor. And it was gross."
851051183720166_775046628100482,McDonalds,"Crystal Chèrie DeMaris that's a nice comment,have you taste McDonald's  dishes in Dubai?"
851051183720166_803926954705153,McDonalds,Alex Palacios do you have the Cadillac ready to  roll?
851051183720166_384127080684128,McDonalds,I wanted to get one but as usual McDonald's ice cream machine is broken at three different locations
851051183720166_3608371642810942,McDonalds,Taking grandma's for dates 😉
851051183720166_327556133547554,McDonalds,I would lo
851051183720166_1488468555211452,McDonalds,"ليس للمحتل حق الدفاع عن النفس هو حق أصيل فقط لأصحاب الارض انشروها في كل مكان
the occupier does not have the right to self-defense. It is an inherent right only to the owners of the land. Spread it everywhere
كثر الله احزانكم واطال الله عزائكم ورفع عن قلوبكم الأفراح وشتت شملكم وجعل كل أيامكم عزاء. اللهم يارب العالمين
יהי רצון שהקב""ה יגביר את צערכם, יאריך ה' את נחמתכם, יסיר את השמחות מליבכם, יפזר את המפגש שלכם, ויעשה לכל ימיכם ארוחת צהריים. אמן ריבונו של עולם.
اللهم انصر اخواننا في فلسطين يالله يارب العالمين 🤲🤲🤲 🇵🇸🇵🇸✌️"
851051183720166_7656650864388206,McDonalds,#أنقذوا_فلسطين_إنها_تُباد🇵🇸،
851051183720166_415717054680258,McDonalds,The fountain drinks at the McDonalds in Louisiana have been tasting horrible lately. Must be some bad batches that been delivered to many stores. We will stop buying from McDonalds for a few months in hopes the fountain drinks will taste better at a later date.
851051183720166_1599523114174950,McDonalds,"🇵🇸:هنا لا يوجد كهرباء ولا ماء ولا انترنيت في غ.ز.ة وقد تم تدمير جميع الاحياء باستخدام الاسلحة المحرمة دوليا ، وما زالو يلعبون دور الضحية لا يريدون ان يروا الناس حقيقة كذبهم في الأخبار ، من فضلكم ابحثوا عن حقيقة ما يحدث في غ.ز.ة ولا تثقوا في الاعلام الكاذب الذي يشوه الحقيقة 
🇺🇸:
Here there is no electricity, water, or internet in Gaza. All neighborhoods have been destroyed using internationally prohibited weapons. They are still playing the role of the victim. They do not want people to see the truth about their lies in the news. Please search for the truth
🇯🇵:
ガザには電気も水道もインターネットもありません。すべての地区は国際的に禁止されている武器を使用して破壊されています。彼らは今も被害者の役を演じています。ニュースで自分たちの嘘の真実を人々に見てほしくないのです。お願いします。」検索する真実
🇹🇷:
Burada Gazze'de elektrik, su, internet yok. Bütün mahalleler uluslararası yasaklı silahlarla yok edildi. Hala mağdur rolü oynuyorlar. İnsanların yalanlarıyla ilgili gerçekleri haberlerde görmesini istemiyorlar. Lütfen aramak doğrusu
🇰🇷:
가자지구에는 전기도 물도 인터넷도 없습니다. 모든 동네가 국제적으로 금지된 무기로 파괴되었습니다. 그들은 여전히 ​​피해자 역할을 하고 있습니다. 그들은 사람들이 자신의 거짓말에 대한 진실을 뉴스에서 보는 것을 원하지 않습니다. 부디 검색하다 진실
🇨🇳:
加沙没有电、没有水、没有网络。所有的社区都被国际禁止的武器摧毁。他们仍然扮演着受害者的角色。他们不想让人们在新闻中看到他们谎言的真相。拜托搜索真相
🇮🇹:
Qui a Gaza non c'è elettricità, acqua o internet. Tutti i quartieri sono stati distrutti utilizzando armi proibite a livello internazionale. Stanno ancora interpretando il ruolo delle vittime. Non vogliono che la gente veda la verità sulle loro bugie nelle notizie. Per favore Cercare la verdad
🇪🇸:
Aquí no hay electricidad, agua ni Internet en Gaza. Todos los barrios han sido destruidos con armas prohibidas internacionalmente. Siguen desempeñando el papel de víctima. No quieren que la gente vea la verdad sobre sus mentiras en las noticias. Por favor buscar la verdad
🇫🇷:
Ici, il n’y a pas d’électricité, d’eau et d’internet à Gaza. Tous les quartiers ont été détruits à l’aide d’armes internationalement interdites. Ils jouent toujours le rôle de victime. Ils ne veulent pas que les gens voient la vérité sur leurs mensonges dans les informations. S’il vous plaît Rechercher la vérité"
851051183720166_1455731778387930,McDonalds,"Seriously, the next time I get a mcflurry and it's not mixed up and they give me a spoon in a plastic bag. Instead of the spoon, that's used to mix it up with, I'm returning it."
851051183720166_466266485981110,McDonalds,What flavor is it
851051183720166_1579759166204865,McDonalds,I will never go to Mc ds again!!!!!! Stopped  for single. Plain cheeseburger and paid 2.60 for it!!!  They must think they’re the best!!!!
851051183720166_3830186770538101,McDonalds,Don’t eat from these people
851051183720166_2436145776716574,McDonalds,Team mom pamlea noland sarha trinx Kelsey Karen Jackson Jordan Lauren Marcella
851051183720166_1689746515185686,McDonalds,"Expain Syrup. like breakfast syrup, caramel syrup, chocolate syrup, what kind syrup? Don't even tell me just try it anything along those lines. I NEED to know my son is T1D and I NEED to know how to figure carbs for his amount of insulin he's gonna need."
851051183720166_794805275941094,McDonalds,"It is indeed delicious, but the sugar content is so high that I can only try it in a small way"
851051183720166_1380156626020626,McDonalds,Kidnapping is still illegal even if it’s a grandma
851051183720166_2646515158851580,McDonalds,Still half the price of Burger King
851051183720166_320883361066331,McDonalds,"it's a mix of crunchy candy pieces, smooth syrup, and creamy vanilla soft serve."
851051183720166_979619600106922,McDonalds,Free palestine
851051183720166_1427512451213033,McDonalds,You know that ice cream machine is down! LOL
851051183720166_414549121406131,McDonalds,Hello Beautiful people
851051183720166_943342457587759,McDonalds,Frappe machine has been down for a month.  The part that is needed must be coming from China!
851051183720166_524682413242981,McDonalds,How long will the ice cream machine last!’?
851051183720166_997362011892312,McDonalds,Butterscotch crumbles and butterscotch syrup
851051183720166_1520464115487266,McDonalds,I literally had a small black hair in my food today when I went and ate. I was so disappointed because I love going there
851051183720166_381552884317642,McDonalds,"Excuse me , we need McDonald's in CambodiaT_T"
851051183720166_1719220081820549,McDonalds,"""the Grandma McFlurry is a mix of crunchy candy pieces, smooth syrup and creamy vanilla soft serve.""  OK, but what FLAVOR  are the candy pieces and syrup?!?!"
851051183720166_854862826686811,McDonalds,I'll give it a try
851051183720166_2752662321552183,McDonalds,Sonic is cheaper 😆
851051183720166_281244768399691,McDonalds,How? I thought the ice cream machine was 'broke'.
851051183720166_7769819203086157,McDonalds,Cook Out and Chik Fila's machines are never broken and always get my ice cream or milkshakes from them...
851051183720166_1144168330237453,McDonalds,are the candy pieces circus peanuts or peanut brittle
851051183720166_321802920956435,McDonalds,Hey can u guys pls do the pet simulator happy meal toys in America😔🙏🙏
851051183720166_1572816643292189,McDonalds,So it’s cough drops  eye drops and grandpa ashes flavored
851051183720166_436883479245960,McDonalds,"n 2023, McDonald's CEO and chairman Chris Kempczinski earned $19.2 million in salary, bonuses, and stock, which is an 8% increase from 2022 but slightly less than 2021. Some say that a typical McDonald's employee would need to work for over 1,200 years to earn the same amount as the CEO."
851051183720166_760594549560302,McDonalds,How'd you like to make it four?
851051183720166_1239594284090448,McDonalds,McDonald's does the candy smell and taste like Marlboros and Tabu? Sorry I was born 1975 and that’s how I remember gum and candy tasting like from grandmas purse. 😑😆
851051183720166_2974395072701296,McDonalds,"فعلو هاشتاغ 
#تسقط_اسرائيل 
ارفعوا الهاشتاج
#GazaUnderAttack
#SaveGaza #Gaza_is_under_bombardment #gaza_under_attack_now
#Save_Gaza
#Support_Gaza
#savesheikhjarrah
#PLM
#PalestinianLivesMatter
#انقذوا_غزة
#غزة_تقصف
#غزة_تحت_القصف
#لن_نرحل
#القدس_تنتفض
#فلسطين_تنتفضاللهم إني استودعتُك فلسطين وأهلَها، كبارَها وصغارَها، رجالَها ونساءَها، شبابَها وبناتِها، أرضَها وسماءَها، فاحفظها يا ربنا من كل سوء .. اللهم انصر المسلمين في فلسطين وثبت اقدامهم يارب ،،، حفظ الله المرابطين المجاهدين و ثبتهم الله و أيدهم بنصره 🤲🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
851051183720166_351883634195542,McDonalds,I don't know how to eat that 🤢🤢
851051183720166_982010342990227,McDonalds,I love Grandmother's too much to feed them garbage from McDonald's
851051183720166_1138226487462573,McDonalds,"I think the CEO of McDonald’s should go undercover to every McDonalds in the US. Then he would realize the vacuum he lives in thinking any of the franchise owners are actually providing quality food and service. I reported the McDonalds in Sandy Springs Ga 10 times for 30 minute drive thru times, manager verbally assaulting employees, raw food, orders always wrong, debit card skimmed, dirty bathrooms,etc. it only took 4 years for any changes to be made."
851051183720166_308094645572373,McDonalds,Hannibal Lecture approves of grandma mcflurries.
851051183720166_1191286902231590,McDonalds,Whatever happened to the McDonald’s characters?? It seems like McDonald’s has grown darker and darker as they’re food prices rise and rise
851051183720166_1118520136105147,McDonalds,Cough drops and Vicks vapor rub flavored
851051183720166_3353365391463874,McDonalds,Perfect place to take your grandma if you want to hasten her death
851051183720166_1167290027795620,McDonalds,GILFS with Flurries now? Jeez!
851051183720166_1773505823139611,McDonalds,"I'm legitimately paying out ""5"" grands to the first ""6"" people to message me with ""FAITH"" cus I feel some people going through difficulties this year, y'all stay blessed."
851051183720166_1740844706324420,McDonalds,Jc Hackett Jr
851051183720166_780163810888989,McDonalds,"....I scrolled by fast, and thought the one in the blue was Melania Trump. 🥴🤣"
851051183720166_360254520405755,McDonalds,Debbie Grey
851051183720166_430479363068593,McDonalds,Kaitlyn Lori Lamar
851051183720166_1763575280833702,McDonalds,Oliver Bouteiller
851051183720166_2107344149641089,McDonalds,Mae Cindy
851051183720166_2063814383998828,McDonalds,
851051183720166_1166628044376359,McDonalds,Megan Ellis  Johnathon Shuck
851051183720166_1957953314661652,McDonalds,🇵🇸
851051183720166_1914572175626284,McDonalds,
851051183720166_1551624115420114,McDonalds,Mario Sanchez
851051183720166_1662335397870435,McDonalds,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸￼
851051183720166_478191121404866,McDonalds,Kindra Erlandson
851051183720166_7582373315149391,McDonalds,🙏🏽💝
851051183720166_1639126953506641,McDonalds,I hope I’m alive to see the collapse of McDonalds
851051183720166_975114124276730,McDonalds,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸
851051183720166_425572243763516,McDonalds,🤢🤮🤮🤮🤮🤮🤮🤢🤢🤢🤢🤢
851051183720166_3677274229214879,McDonalds,McDonald’s u want to attract more customers lower ur dam prices it’s cheaper to eat at sizzler
851051183720166_3261525560809006,McDonalds,Jennifer Blu
851051183720166_439626675362414,McDonalds,
851051183720166_7494535820600141,McDonalds,
851051183720166_2627543677428293,McDonalds,“Taken”? So now McDonald's is kidnapping old folks? Hm… maybe the FBI – Federal Bureau of Investigation should read this then. 🤷🏼‍♂️🤷🏼‍♂️🤷🏼‍♂️
851051183720166_1655721541642488,McDonalds,"I ordered one today and it looked nothing like the picture, it legit looks like someone puked in a cup of ice cream and I couldn’t eat it"
851051183720166_822795179209300,McDonalds,"Hey McDonald's …Wendys is taking your nugget sales 🤣 
 50 Nugget Bucket. 14.92!"
851051183720166_447552541304188,McDonalds,😄😄😄😄😄😄😄😄
851051183720166_426686623559297,McDonalds,🍉🍉🍉🍉🍉🇵🇸
851051183720166_269268992946510,McDonalds,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸
851051183720166_8413710158646064,McDonalds,
851051183720166_799320862148642,McDonalds,
851051183720166_1018088576407645,McDonalds,
851051183720166_326640736966215,McDonalds,🤔
851051183720166_1663751177712333,McDonalds,Zdravým stylem
851051183720166_797762325652569,McDonalds,Yesika Bautista Nadina Delgado
851051183720166_1585189702214982,McDonalds,Zachary J. Seligman
851051183720166_1101857727565616,McDonalds,Freddie Wayne Wilson III
851051183720166_302850769544086,McDonalds,"Business is bad, what should we do? “Let’s market to grandmas.” We could lower our prices back to reasonable prices. “GRANDMAS.”"
851051183720166_1789131308261487,McDonalds,I’m sure Roxboro McDonald’s machine will be out …. Again ..😂
851051183720166_3678061672462568,McDonalds,What is the Grandma McFlurry?
851051183720166_2195535250794371,McDonalds,The mcdonald's at 3300 Rochester rd in royal oak needs to fill the fry size you order. They literally do not give you a large fry. Been happening for months now
851051183720166_1577455166151456,McDonalds,🤢🤮
851051183720166_741015278048968,McDonalds,McFlurry is a good treat
851051183720166_417560581088861,McDonalds,WHY ARE WE GETTING CHARGE A DOLLAR FOR THE OTHER HALF OF OUR CHEESE ON THE FILET FISH??? McDonald's
851051183720166_1470111640258721,McDonalds,You've already taken out three grandmas you mean? As in you killed them with the chemical nonsense in this poison y'all pretend is food 😂👌 #canceranyone
851051183720166_767993658809190,McDonalds,Bring back salad shaker cups!
851051183720166_469796982177692,McDonalds,Ohhhh so now the ice cream machine works huh….. kinda shady if you ask me 🤷🏼‍♂️
851051183720166_1490497818220885,McDonalds,"You folks aren't going to be in business much longer!   I just had to pay almost $10 for 2 mcmuffs....and on top of that, you the odacity to ask me for a donation to your charity!!   TOTAL BS!!!!"
851051183720166_427234143493769,McDonalds,"What Grandma Says, Grandma Does McDonald's Ya'll got to get the Prices Under Control it's impossible to buy anything from you all with the Prices"
851051183720166_431794772898782,McDonalds,still waiting for snackwraps wbu
851051183720166_3455175677949800,McDonalds,Bring back the grandma prices you idiots
851051183720166_1163612444762207,McDonalds,$9.08 today for 1 basic quarter pounder with cheese meal.  Ridiculous. Sorry McDonalds - your greed just lost you a customer.
851051183720166_25473653912279268,McDonalds,Definitely doesn’t taste like grandma
851051183720166_1548437632389160,McDonalds,Instead new items please lower prices of current items.
851051183720166_1161211225079164,McDonalds,"FRIED PIES!!! bring em back! also right now u have #SadFries! bring back the tallow fry!!! no flavor now! WE DONT CARE IF ITS ""HEALTHIER"" baked pies and sad fries have got to go! THROWBACK IS HOT! throwback to VINTAGE MENU!!! tallow fries and fried pies! BRING BACK THE FLAVOR!!!"
851051183720166_2304399276558799,McDonalds,Garbage pig food poison
851051183720166_766734191953914,McDonalds,Looking  for 5$ food?? Go to BK soon! They care about Americans!
851051183720166_1477727522834108,McDonalds,"I ordered delivery today May 21st 2024. My door dash driver was supposed to be  ""Dawn"" a Hispanic male driving a pretty fancy car delivered it. I called Doordash and am supposed to be getting a full refund, I called the store I ordered from:

 1903 S Webster Ave, Green Bay, WI 54301 and the ""manager"" kind of chuckled amd blew me off. I will be investigating further into this."
851051183720166_490993039930143,McDonalds,"كثر الله احزانكم واطال الله عزائكم ورفع عن قلوبكم الأفراح وشتت شملكم وجعل كل أيامكم عزاء. اللهم آمين يارب العالمين
יהי רצון שהקב""ה יגביר את צערכם, יאריך ה' את נחמתכם, יסיר את השמחות מליבכם, יפזר את המפגש שלכם, ויעשה לכל ימיכם ארוחת צהריים. אמן ריבונו של עולם.
اللهم انصر اخواننا في فلسطين آميييين آمين يارب العالمين 🤲🤲🤲"
851051183720166_3767335760256442,McDonalds,Wow McDonald's way to try even harder to lose customers and drive yourselves out if business. We will not be going at all anymore if you actually go through with charging for drink it refills!
851051183720166_1167706017601997,McDonalds,Gilf marathon
851051183720166_832696962082310,McDonalds,McDonald's why have you stopped putting onions on cheeseburgers????
851051183720166_838130204838353,McDonalds,💩🇮🇱
851051183720166_762147139363093,McDonalds,💩🇮🇱
851051183720166_1430068060985839,McDonalds,💩🇮🇱
851051183720166_3270868706555534,McDonalds,🇮🇱💩🇮🇱
851051183720166_1161762268296795,McDonalds,PLEASE bring us the Snickers McFlurry you sell in Italy 🙏🙏🙏
851051183720166_1214848936589578,McDonalds,Boycott
851051183720166_388389977511285,McDonalds,Marissa Montemayor Colin Thomas Wright for Calvin's Wela😁
851051183720166_322889984025073,McDonalds,Grandmas want all day breakfast and happy colorful McDonald’s layouts back in the restaurants to enjoy the dollar menu
851051183720166_1488894965383894,McDonalds,#boycottmacdonald's until they lower their prices to an actual takeout restaurant. They think they can charge sitdown/wait service prices while the pull shrinkflation and lower the quality.
851051183720166_1380531645988151,McDonalds,Beware McIsreal getting rid of the soda fountain machines no more self serve
851051183720166_1619630812203116,McDonalds,CaleskieFsmilyGofundme    Thanks. Help a 🇺🇸DisabledVeteran.
851051183720166_1440472136858177,McDonalds,My grandma never ate at McDonald’s. I’m just saying. 😀
